BV号：BV1P741177xN
标题：BV1P741177xN
链接：https://www.bilibili.com/video/BV1P741177xN
识别语言：zh
语言置信度：1
分段数：2474
生成时间：2026-04-04 02:49:43

[00:00:00 - 00:00:03] 哈喽大家好
[00:51:31 - 00:51:32] 你逼不了业
[00:51:32 - 00:51:34] 河南说你没上
[00:51:34 - 00:51:35] 你咋就直到逼不了业呢
[00:51:35 - 00:51:36] 河南又投党
[00:51:36 - 00:51:37] 投党以后的话
[00:51:37 - 00:51:38] 北大说我就觉得他逼不了业
[00:51:38 - 00:51:39] 又退党
[00:51:39 - 00:51:40] 然后河南又投党
[00:51:40 - 00:51:41] 然后北大又退党
[00:51:41 - 00:51:43] 三投三退
[00:51:43 - 00:51:44] 最后三投三退
[00:51:44 - 00:51:44] 三投三退
[00:51:44 - 00:51:46] 最后他上了
[00:51:46 - 00:51:47] 最后他上了
[00:51:47 - 00:51:48] 最后退党回来以后还上了
[00:51:48 - 00:51:50] 后来河南就把这个事给
[00:51:50 - 00:51:53] 给爆出来了上了热搜
[00:51:53 - 00:51:55] 你们对这个事怎么看
[00:51:55 - 00:51:58] 你们对这个事怎么看
[00:51:58 - 00:52:02] 当时出这个事很中通让我去
[00:52:02 - 00:52:04] 咱们在B站上聊一聊啊
[00:52:04 - 00:52:08] 这个事啊其实我个人觉得就是
[00:52:09 - 00:52:10] 怎么说呢
[00:52:10 - 00:52:13] 当然荷南省是为了学生好啊这个
[00:52:13 - 00:52:14] 是对的
[00:52:14 - 00:52:15] 但是我觉得这个事
[00:52:16 - 00:52:19] 荷南做的有点欠考虑
[00:52:19 - 00:52:31] 什么呢,就是从北大的角度来讲,他会不会觉得你河南招生办有点太对吧,你有什么问题,咱们两个私下商量,对不对,你为什么是什么事都要捅到媒体上去呢?
[00:52:31 - 00:52:42] 对不对,咱俩吵架就得了,你为什么什么事都得让全国人民知道,还得让全国人民来鞭策我北大怎么样呢?
[00:52:42 - 00:52:50] 那你如果你是北大的话,以后你对河南招城办会怎样呢?
[00:52:50 - 00:52:54] 那我以后我在扩充招城名额的时候,
[00:52:54 - 00:52:58] 那我会对你河南省招城办会以怎样的态度呢?
[00:52:58 - 00:53:03] 对吗?这个有些时候就是没办法,
[00:53:03 - 00:53:07] 我个人觉得这个事完全没必要,
[00:53:07 - 00:53:08] 就是完全没必要,
[00:53:08 - 00:53:11] 就是到当时那个局面完全没必要,
[00:53:11 - 00:53:12] 完全没理由
[00:53:12 - 00:53:13] 我们不说那个事了
[00:53:13 - 00:53:14] 不说那个事
[00:53:14 - 00:53:14] 我们说这个
[00:53:14 - 00:53:15] 哈哈
[00:53:17 - 00:53:17] 然后的话
[00:53:17 - 00:53:18] 你会发现
[00:53:18 - 00:53:19] 你特别想上帐的学校
[00:53:19 - 00:53:20] 对吧
[00:53:20 - 00:53:21] 你是三万名
[00:53:21 - 00:53:21] 然后的话
[00:53:21 - 00:53:23] 你想报一些比三万名更
[00:53:23 - 00:53:24] 更牛的
[00:53:24 - 00:53:25] 更牛的
[00:53:25 - 00:53:26] 然后的话呢
[00:53:26 - 00:53:27] 这是第一种
[00:53:27 - 00:53:28] 第一种
[00:53:28 - 00:53:29] 第一种
[00:53:29 - 00:53:30] 你会报一个两万五
[00:53:31 - 00:53:33] 到三万之间的学校
[00:53:33 - 00:53:34] 第二批
[00:53:35 - 00:53:36] 第二批
[00:53:36 - 00:53:37] 你可能会报一个什么呢
[00:53:37 - 00:53:39] 报一个两万九千名
[00:53:39 - 00:53:42] 到三万一千名
[00:53:42 - 00:53:42] 所有的学校
[00:53:42 - 00:53:44] 对吧,这是第二批
[00:53:44 - 00:53:46] 你第一批你会报25000到30,000的学校
[00:53:46 - 00:53:48] 你想万一我能上的,对吧
[00:53:48 - 00:53:49] 第二批你开始怎么样呢
[00:53:49 - 00:53:52] 第二批学校你就开始闻闻当当的
[00:53:52 - 00:53:53] 我就30,000名
[00:53:53 - 00:53:54] 老老师是报一个30,000名
[00:53:55 - 00:53:56] 左的学校就行了
[00:53:57 - 00:53:58] 对吧
[00:53:59 - 00:54:00] 第二名,第三
[00:54:02 - 00:54:03] 你可能会报一个什么的学校呢
[00:54:03 - 00:54:04] 你可能会报一个30,000
[00:54:05 - 00:54:08] 到35,000左右的学校
[00:54:09 - 00:54:09] 对吧
[00:54:10 - 00:54:11] 第三批你可能会报一个
[00:54:11 - 00:54:13] 31到35,000的学校
[00:54:13 - 00:54:14] 这就是所谓的怎么样
[00:54:14 - 00:54:17] 叫冲一冲
[00:54:17 - 00:54:19] 对吧
[00:54:19 - 00:54:22] 稳一稳
[00:54:22 - 00:54:23] 保一保
[00:54:23 - 00:54:25] 这就是你们所谓的叫冲一冲
[00:54:25 - 00:54:25] 稳一稳
[00:54:25 - 00:54:27] 保一保
[00:54:27 - 00:54:28] 对吧
[00:54:28 - 00:54:30] 还有人在问高考会不会延迟
[00:54:30 - 00:54:32] 我前天我就说过了
[00:54:32 - 00:54:34] 高考不太可能延迟
[00:54:34 - 00:54:36] 高考不太可能延迟
[00:54:36 - 00:54:39] 高考不太可能延迟
[00:54:39 - 00:54:40] 高考不太可能延迟
[00:54:40 - 00:54:40] 为什么
[00:54:40 - 00:54:41] 原因非常简单
[00:54:41 - 00:54:43] 咱们国家不允许疫情到那个阶段
[00:54:44 - 00:54:46] 还不得到控制
[00:54:46 - 00:54:47] 不可能的
[00:54:47 - 00:54:48] 不可能的
[00:54:49 - 00:54:54] 不可能在那个阶段说疫情到那个阶段还得不到这样的一个控制
[00:54:54 - 00:54:55] 不可能
[00:54:55 - 00:54:55] 不可能
[00:54:56 - 00:54:58] 我这个方法是全国使用
[00:54:58 - 00:55:00] 我这个方法是除了内蒙以外
[00:55:01 - 00:55:03] 除了内蒙以外全国使用
[00:55:03 - 00:55:05] 我这个方法是除了内蒙以外全国使用
[00:55:06 - 00:55:06] 全国使用
[00:55:07 - 00:55:09] 非典那一年高考没有延迟
[00:55:09 - 00:55:11] 但是非典那一年会出现一个什么样的状况呢
[00:55:11 - 00:55:13] 就是非典那一年,監考老師
[00:55:13 - 00:55:16] 哎,你們知道高考的監考老師在哪考試嗎?
[00:55:17 - 00:55:19] 監考老師是哪的?
[00:55:19 - 00:55:20] 高考的監考老師是哪的?
[00:55:21 - 00:55:23] 其實是各個線來回輪調的
[00:55:23 - 00:55:26] 你比如說,我們當時的七七號是我們是富於縣
[00:55:27 - 00:55:32] 那富於縣的老師就到納和去監考
[00:55:32 - 00:55:35] 納和的老師到龍江縣去監考
[00:55:35 - 00:55:38] 龍江縣的老師到七七號市裡去監考
[00:55:38 - 00:55:41] 七七號市裡的老師到柯山縣去監考
[00:55:41 - 00:55:43] 克山县的老师到富渔县来检考
[00:55:43 - 00:55:45] 这是原来啊
[00:55:45 - 00:55:48] 就是包括每年高考基本上都是这么来回赚的
[00:55:48 - 00:55:48] 知道吧
[00:55:48 - 00:55:49] 都是这么来回赚的
[00:55:49 - 00:55:51] 但是因为有非典
[00:55:51 - 00:55:53] 那年我们那年有非典的就导致一个什么情况呢
[00:55:54 - 00:55:56] 监考老师不赚了
[00:55:56 - 00:55:58] 就是本县的老师监考本县
[00:55:58 - 00:56:01] 你看我们当时就是我的小学
[00:56:01 - 00:56:03] 我小学老师监考我高考
[00:56:03 - 00:56:04] 其实正常来讲
[00:56:04 - 00:56:07] 高考是不可能轮到我认识的人来监考我的
[00:56:07 - 00:56:08] 知道吧
[00:56:08 - 00:56:08] 但是
[00:56:08 - 00:56:12] 非典因为人员流动会会加重病情
[00:56:12 - 00:56:13] 所以说的话
[00:56:13 - 00:56:15] 我估计今年你们可能会在监考
[00:56:15 - 00:56:17] 监考考上看到你的小学老师
[00:56:17 - 00:56:18] 如果你们那也是这样的话
[00:56:18 - 00:56:20] 可能会可能会
[00:56:20 - 00:56:22] 会看到你的小学老师来给你监考
[00:56:22 - 00:56:25] 然后的话我们说怎么报助院这个问题啊
[00:56:25 - 00:56:27] 冲一冲文艺文保一保
[00:56:27 - 00:56:28] 然后这是
[00:56:28 - 00:56:30] 第一你可能会有三万名
[00:56:30 - 00:56:31] 三万名完以后的话
[00:56:31 - 00:56:34] 你可能会立下这样的一个报考的基调
[00:56:34 - 00:56:36] 冲一冲文艺文保一保的学校对吧
[00:56:36 - 00:56:38] 然后第二步,怎么样呢?
[00:56:38 - 00:56:40] 你需要找到一本书
[00:56:40 - 00:56:42] 你报考这个时候的话,
[00:56:42 - 00:56:46] 你们省份一定会给你发一本书
[00:56:46 - 00:56:48] 这本书会告诉你,
[00:56:48 - 00:56:49] 往年,
[00:56:49 - 00:56:51] 各个学校,各个专业,
[00:56:51 - 00:56:53] 在咱们省的录取位次是多少?
[00:56:54 - 00:56:56] 往年,
[00:56:56 - 00:56:57] 各个学校,
[00:56:57 - 00:56:58] 各个专业,
[00:56:58 - 00:57:00] 录取位次是多少?
[00:57:00 - 00:57:03] 然后你像我拿一个省份来决定,
[00:57:03 - 00:57:04] 大多数省份是这样的,
[00:57:04 - 00:57:06] 大多数省份呢,
[00:57:06 - 00:57:10] 是这样的,就是他首先从学校,比如黑龙江省,黑龙江省是这样的
[00:57:11 - 00:57:12] 黑龙江省是
[00:57:13 - 00:57:16] 他会告诉你说,从第1名到第3千名
[00:57:17 - 00:57:19] 往年大概能报哪个学校
[00:57:20 - 00:57:21] 你看,这是黑龙江省
[00:57:21 - 00:57:25] 往年第1名到第3千名大概能报什么样的学校
[00:57:25 - 00:57:28] 第1名到第3千名大概能报什么样的学校,然后
[00:57:28 - 00:57:31] 从第3千名到第1万名
[00:57:34 - 00:57:37] 从第3千名到第1万名,往年大概能报什么样的学校
[00:57:38 - 00:57:38] 然后
[00:57:39 - 00:57:42] 第101名
[00:57:42 - 00:57:44] 到底101名
[00:57:44 - 00:57:46] 到底15000名
[00:57:46 - 00:57:50] 往年大概能报什么样的学校
[00:57:50 - 00:57:54] 然后第15001名
[00:57:54 - 00:57:57] 到底2万名
[00:57:57 - 00:57:59] 大概往年
[00:57:59 - 00:58:00] 能报什么的学校
[00:58:00 - 00:58:01] 大家能理解吧
[00:58:01 - 00:58:03] 你会拿到这样一本书
[00:58:03 - 00:58:05] 你会拿到这样一本书
[00:58:05 - 00:58:06] 你会拿到这样一本书
[00:58:06 - 00:58:08] 会告诉你说你大概这个位次
[00:58:08 - 00:58:10] 往年大概能报什么样的学校
[00:58:10 - 00:58:12] 能抱什么样的学校
[00:58:12 - 00:58:14] 能抱什么样的学校
[00:58:14 - 00:58:15] 然后这个时候呢
[00:58:15 - 00:58:17] 你要根据你自己的
[00:58:17 - 00:58:18] 未次
[00:58:18 - 00:58:20] 你要根据你自己的未次
[00:58:20 - 00:58:22] 来在这些学校里边来做出选择
[00:58:22 - 00:58:23] 比如说
[00:58:23 - 00:58:24] 老师
[00:58:24 - 00:58:26] 我是2万5千名到3万名
[00:58:26 - 00:58:27] 2万5千名到3万名
[00:58:27 - 00:58:28] 老师我冲一冲的这一部分
[00:58:28 - 00:58:29] 对吧
[00:58:29 - 00:58:31] 我是冲一冲的这一部分
[00:58:31 - 00:58:32] 冲一冲的这一部分
[00:58:32 - 00:58:34] 那你就在2万5千名
[00:58:34 - 00:58:36] 到3万名那些学校里边
[00:58:36 - 00:58:37] 选几个
[00:58:37 - 00:58:39] 选几个
[00:58:39 - 00:58:41] 比如说选A学校,选B学校
[00:58:41 - 00:58:43] 比如说,老师我现在是
[00:58:43 - 00:58:47] 假如说,假如说,说老师我现在是
[00:58:47 - 00:58:51] 一共可以报9个职员,因为各个省份报考院校的数量不一样
[00:58:51 - 00:58:54] 各个省份报考院校的数量不一样
[00:58:54 - 00:58:58] 我们假如说老师我一共可以报9个学校,我们按照报9个学校来举例子
[00:58:58 - 00:59:01] 老师我冲可以选的报3个
[00:59:01 - 00:59:03] 文选的报3个,薄我选的报3个
[00:59:04 - 00:59:07] 冲我选的报3个,文我选的报3个,薄我选的报3个
[00:59:07 - 00:59:08] 老师我是帐报
[00:59:08 - 00:59:09] 其实我一般补胎建议怎么报
[00:59:09 - 00:59:11] 我一般建议是冲
[00:59:11 - 00:59:12] 如果是九个志愿的话
[00:59:12 - 00:59:14] 我会选择冲两个
[00:59:14 - 00:59:15] 然后的话呢
[00:59:15 - 00:59:16] 稳四个
[00:59:16 - 00:59:17] 然后这个这个保几个
[00:59:17 - 00:59:18] 你知道吧
[00:59:18 - 00:59:19] 再保三个
[00:59:19 - 00:59:20] 冲两个稳四个保三个
[00:59:20 - 00:59:21] 我一般是建议这样
[00:59:21 - 00:59:22] 但是有的家长不是的
[00:59:22 - 00:59:23] 有的家长就是
[00:59:23 - 00:59:25] 有的家长恨不得冲8保一
[00:59:25 - 00:59:25] 你知道吧
[00:59:25 - 00:59:26] 真的
[00:59:26 - 00:59:27] 我见过这样的家长
[00:59:27 - 00:59:29] 就是前面8个冲8保一
[00:59:29 - 00:59:30] 我最后那一个
[00:59:30 - 00:59:31] 我肯定能上去行了
[00:59:31 - 00:59:32] 我冲8保一
[00:59:32 - 00:59:35] 这个各个家长和各个考生
[00:59:35 - 00:59:36] 对于冲几个
[00:59:36 - 00:59:37] 我文几个保几个的这样的想法
[00:59:39 - 00:59:40] 每个家长都不一样
[00:59:40 - 00:59:42] 其实我个人的理解是什么呢
[00:59:42 - 00:59:43] 你冲那么多干嘛呢
[00:59:44 - 00:59:46] 你且不说你能不能冲上去啊
[00:59:46 - 00:59:48] 你冲出去的可能性大不大
[00:59:49 - 00:59:51] 你冲出去的可能性第一不大啊
[00:59:51 - 00:59:53] 第二呢即使你冲上去了
[00:59:53 - 00:59:55] 你孩子上的转业也是
[00:59:56 - 00:59:58] 相对比较烂的转业
[00:59:59 - 01:00:00] 知道吧相对比较烂的转业
[01:00:00 - 01:00:01] 你看浙江对
[01:00:01 - 01:00:04] 这江社报80个
[01:00:04 - 01:00:11] 山东市报96个,浙江市报80个,山东市报96个,我们一会也会稍再讲一下浙江和山东市怎么报的啊
[01:00:11 - 01:00:18] 真的我要是我回头我会讲一讲,专门新高考怎么报,老高考怎么报啊
[01:00:18 - 01:00:23] 我们等到六月份高考完以后我会给大家做这样的直播
[01:00:23 - 01:00:26] 就是老高考到底怎么报,新高考到底怎么报
[01:00:26 - 01:00:28] 其实方法是跟那个差不多的
[01:00:28 - 01:00:30] 然后的话呢,充三稳三保三
[01:00:30 - 01:00:31] 那么假如说冲三
[01:00:31 - 01:00:33] 你现在选择的学校是三个学校
[01:00:33 - 01:00:34] 叫ABC
[01:00:36 - 01:00:37] 然后的话
[01:00:37 - 01:00:39] 稳三的你报的三个学校是DF
[01:00:41 - 01:00:41] 然后的话
[01:00:43 - 01:00:45] 最后保三你选择学校是X,Y,Z
[01:00:46 - 01:00:47] 你看
[01:00:48 - 01:00:49] 现在你就到了这一步了
[01:00:49 - 01:00:49] 是不是
[01:00:49 - 01:00:53] 你从这个位次的区间当中选出了
[01:00:53 - 01:00:54] 各选出了三个学校
[01:00:54 - 01:00:55] 一共是九个学校
[01:00:55 - 01:00:56] 对吧
[01:00:56 - 01:00:57] 各选出三个学校
[01:00:57 - 01:00:58] 一共是九个学校
[01:00:58 - 01:00:58] 对吧
[01:00:58 - 01:01:00] 这个步骤我给大家写的也很明白了
[01:01:00 - 01:01:01] 然后的话
[01:01:01 - 01:01:02] 再我
[01:01:06 - 01:01:06] 然后的话呢
[01:01:06 - 01:01:07] 你看你就到了这一步了
[01:01:07 - 01:01:08] 到了这一步了
[01:01:08 - 01:01:09] 然后的话
[01:01:09 - 01:01:10] 我们就开始在这个
[01:01:10 - 01:01:13] 我们就开始在这个学校里边开始选专业
[01:01:13 - 01:01:14] 就开始选专业
[01:01:14 - 01:01:16] 那怎么选专业呢
[01:01:16 - 01:01:18] 怎么选专业呢
[01:01:18 - 01:01:21] 我们来看首先A学校
[01:01:21 - 01:01:22] 我们的学校来看A学校
[01:01:22 - 01:01:24] A学校在你们省份
[01:01:24 - 01:01:25] 可能招多少个专业
[01:01:25 - 01:01:26] A学校在你们省份
[01:01:26 - 01:01:28] 可能会招20个专业
[01:01:28 - 01:01:31] 假如说
[01:01:31 - 01:01:32] A学校在你们省份
[01:01:32 - 01:01:33] 假如说
[01:01:33 - 01:01:36] 他招收了20个专业
[01:01:36 - 01:01:37] 那么毕学校呢
[01:01:38 - 01:01:40] 在你们省份招收了10个专业
[01:01:41 - 01:01:43] C学校在你们省份招收了
[01:01:43 - 01:01:46] 这个8个专业
[01:01:51 - 01:01:51] 8个专业
[01:01:51 - 01:01:53] 这是很常见的
[01:01:53 - 01:01:54] 我举的例子都非常的实际
[01:01:54 - 01:01:56] 我举的例子都非常的实际
[01:01:57 - 01:01:57] 然后的话
[01:01:57 - 01:02:00] A学校在你们省份招20个
[01:02:00 - 01:02:01] B学校在你们省份招10个
[01:02:01 - 01:02:02] C学校在你们省份招
[01:02:02 - 01:02:03] 招什么
[01:02:03 - 01:02:05] 招8个专业
[01:02:05 - 01:02:06] 但是大家你还记得
[01:02:06 - 01:02:08] A学校,B学校和C学校是什么样的学校吗
[01:02:10 - 01:02:11] 它是我们怎么样
[01:02:11 - 01:02:12] 冲翼冲的学校,大家发现了吗
[01:02:13 - 01:02:15] 它是我们冲翼冲的学校
[01:02:16 - 01:02:17] 那冲翼冲的学校的话
[01:02:17 - 01:02:19] 你要记录这20个专业你应该怎么选
[01:02:22 - 01:02:23] 冲翼冲的学校这20个专业应该怎么选
[01:02:24 - 01:02:26] 大家一定要记录冲翼冲的学校
[01:02:26 - 01:02:29] 这20个专业里边你要选择什么样的
[01:02:30 - 01:02:31] 你要选择什么样的
[01:02:31 - 01:02:33] 这20个专业呢
[01:02:33 - 01:02:34] 它分成了三个部分
[01:02:35 - 01:02:36] 哪三个部分呢
[01:02:36 - 01:02:37] 第一部分学校
[01:02:37 - 01:02:40] 第一部分专业什么样的
[01:02:40 - 01:02:42] 你这个分肯定上不了
[01:02:42 - 01:02:44] 你这个分肯定上不了
[01:02:44 - 01:02:45] 比如说老师我选了一个学校
[01:02:45 - 01:02:48] 他往年是25000名的录取位次
[01:02:48 - 01:02:50] 25000名的录取位次
[01:02:50 - 01:02:52] 最低是25000名
[01:02:52 - 01:02:54] 他还有比较高的专业是多少
[01:02:54 - 01:02:55] 16000名录
[01:02:55 - 01:02:58] 我三万名我报一个16000名录的专业
[01:02:58 - 01:02:59] 你上得了吗
[01:02:59 - 01:03:00] 一定上不了
[01:03:00 - 01:03:01] 一定上不了
[01:03:01 - 01:03:03] 你会发现会有那么一些专业
[01:03:03 - 01:03:06] 可能得高过录取位次
[01:03:06 - 01:03:08] 大概几千位
[01:03:09 - 01:03:11] 有的专业是从来就有的专业从未
[01:03:12 - 01:03:13] 在最低位次录取过
[01:03:16 - 01:03:18] 从未在最低位次录取过
[01:03:22 - 01:03:23] 其他省份都一样
[01:03:23 - 01:03:24] 除了那萌不能这么报
[01:03:24 - 01:03:25] 其他省份都可以这么报
[01:03:26 - 01:03:28] 从未在最低录取过
[01:03:28 - 01:03:29] 那么第二种呢
[01:03:30 - 01:03:31] 有的年份
[01:03:33 - 01:03:34] 有的年份
[01:03:35 - 01:03:37] 是最低位次
[01:03:40 - 01:03:41] 有的年份
[01:03:43 - 01:03:44] 是最低
[01:03:44 - 01:03:51] 第三,还有一些专业呢,他从朝生那天起,他就一直是最低位次
[01:03:51 - 01:03:56] 大家理解了吗?
[01:03:56 - 01:04:00] 一个学校,他所有的专业可以分成这三种
[01:04:00 - 01:04:04] 第一种是从未在最低位次录取过
[01:04:04 - 01:04:10] 还有第二种呢,有的年份是最低位次,有的年份不是最低位次
[01:04:10 - 01:04:16] 那么第三种呢,从朝生开始,他就一直是最低位次录取
[01:04:16 - 01:04:18] 大家理解了吗
[01:04:19 - 01:04:20] 大家理解了吗
[01:04:20 - 01:04:24] 哈哈哈哈对内蒙是只有一个志愿
[01:04:24 - 01:04:25] 然后实时报志愿
[01:04:25 - 01:04:28] 所以说他的报和方法跟所有什么都不一样啊
[01:04:28 - 01:04:30] 内蒙别讲了别说了
[01:04:31 - 01:04:33] 大家理解我说这个意思了吧
[01:04:33 - 01:04:34] 理解我说这个意思了吧
[01:04:34 - 01:04:37] 有的专业是从未在最低历史录取过
[01:04:37 - 01:04:40] 有的专业是有的年份是最低历史录取
[01:04:40 - 01:04:41] 第三种专业呢
[01:04:41 - 01:04:43] 是一直在最低历史录取
[01:04:43 - 01:04:45] 一个学校招收的不管招收多少专业
[01:04:45 - 01:04:47] 所有的专业都可以分成这三类
[01:04:47 - 01:04:48] 都可以分成第三类
[01:04:48 - 01:04:49] 那我问大家
[01:04:49 - 01:04:50] 我问大家
[01:04:50 - 01:04:52] 那么你A学校
[01:04:52 - 01:04:55] 因为你A学校是在冲志院里边的
[01:04:55 - 01:04:56] 那我问大家
[01:04:56 - 01:04:58] 那A学校你选择专业的话
[01:04:58 - 01:05:02] 一定要在这三党里边哪一党来选专业
[01:05:03 - 01:05:05] 一定要在这三党里边哪一党来选专业
[01:05:05 - 01:05:07] 一定要在
[01:05:08 - 01:05:10] 主要在这一党里边选专业
[01:05:10 - 01:05:11] 和
[01:05:12 - 01:05:13] 这一党
[01:05:14 - 01:05:15] 大家明白了吗
[01:05:18 - 01:05:19] 大家明白了吗
[01:05:21 - 01:05:25] 哎,就是这样的,就是这样的
[01:05:25 - 01:05:29] 然后的话呢,B也是一样
[01:05:29 - 01:05:33] 因为你B学校,你B学校是不是也是充职员里边的
[01:05:34 - 01:05:36] B职员也是充职员里边的
[01:05:37 - 01:05:40] 对吧,所以说只要你是充的职员
[01:05:40 - 01:05:42] 你就在二党和三党专业里边
[01:05:42 - 01:05:44] 来挑专业,挑什么样的专业
[01:05:44 - 01:05:48] 挑你,挑你最想上的专业
[01:05:49 - 01:05:50] 你能接受的专业
[01:05:50 - 01:05:52] 你知道大多数人
[01:05:53 - 01:05:58] 你知道大多数人他被调弃了一个自己不喜欢的专业是怎么来的吗
[01:05:59 - 01:06:02] 你们知道大多数人被调弃到了一个
[01:06:02 - 01:06:04] 自己不喜欢的专业是怎么被调弃的吗
[01:06:06 - 01:06:07] 就是在这块没注意
[01:06:08 - 01:06:10] 就是在这块没注意
[01:06:10 - 01:06:14] 他抱的全是一党他在冲职员的时候抱的全是一党的学校
[01:06:15 - 01:06:15] 知道吧
[01:06:16 - 01:06:18] 结果一不小心真让他冲上去了
[01:06:18 - 01:06:20] 真让他冲上去了
[01:06:20 - 01:06:23] 但是他报的专业全是这些里边
[01:06:23 - 01:06:24] 一党的专业
[01:06:24 - 01:06:28] 结果他就被调及到了一个三党的专业里边
[01:06:28 - 01:06:30] 结果调及到那个专业
[01:06:30 - 01:06:31] 他又不喜欢
[01:06:31 - 01:06:32] 他又不想上
[01:06:32 - 01:06:33] 知道吗
[01:06:33 - 01:06:36] 所以说一个人为什么上了自己不喜欢的专业
[01:06:36 - 01:06:38] 都是在冲治院的时候
[01:06:38 - 01:06:41] 没有给专业留好空间
[01:06:41 - 01:06:44] 没有给专业选择的余地留好余地
[01:06:44 - 01:06:46] 才导致了
[01:06:46 - 01:06:49] 很多同学专业的悲剧就是这么来的
[01:06:49 - 01:06:52] 对不对
[01:06:52 - 01:06:54] 你这么简单我都会
[01:06:54 - 01:06:56] 对吧
[01:06:56 - 01:06:58] 那么其他学校也是一样的
[01:06:58 - 01:07:01] 那我们再看第二呢
[01:07:01 - 01:07:04] 第一F
[01:07:04 - 01:07:06] 第一F
[01:07:06 - 01:07:08] 那第一F的学校
[01:07:08 - 01:07:09] 它不管是要说多少个专业
[01:07:09 - 01:07:11] 是不是也是遵循的这三种
[01:07:11 - 01:07:13] 对不对
[01:07:13 - 01:07:15] 它也是这三种专业
[01:07:15 - 01:07:17] 它也是这三种专业
[01:07:17 - 01:07:19] 那DEF怎么样
[01:07:19 - 01:07:20] 在6个专业里边
[01:07:20 - 01:07:23] 我们就可以选择一个
[01:07:23 - 01:07:24] 一党的专业
[01:07:25 - 01:07:26] 那么主要选择的
[01:07:26 - 01:07:29] 其实还是二党和三党的专业
[01:07:30 - 01:07:31] 你三万名
[01:07:31 - 01:07:34] 往年那个学校那个专业
[01:07:34 - 01:07:37] 基本上都是在2万8
[01:07:37 - 01:07:38] 着陆的
[01:07:38 - 01:07:40] 从来没有在2万9以下
[01:07:40 - 01:07:41] 路过你三万名
[01:07:41 - 01:07:42] 你抱这个学校
[01:07:42 - 01:07:43] 抱这个专业
[01:07:43 - 01:07:45] 你觉得你上的可能性大吗
[01:07:47 - 01:07:48] 大家理解了吧
[01:07:48 - 01:07:50] 那如果说你是保一保呢
[01:07:50 - 01:07:52] 你是说老师我是X,Y,Z
[01:07:52 - 01:07:53] 我是这些学校
[01:07:53 - 01:07:55] 那这些学校怎么样
[01:07:55 - 01:07:57] X,Y,Z
[01:07:57 - 01:08:01] 那这些学校它也是不是怎么样分成了
[01:08:02 - 01:08:04] 这三种专业
[01:08:04 - 01:08:08] 那你最后保一保的这些职员怎么样呢
[01:08:08 - 01:08:13] 你就要选择最优的专业
[01:08:13 - 01:08:15] 你最想上的分最高的
[01:08:15 - 01:08:16] 你就选择最优的专业
[01:08:16 - 01:08:17] 大家明白了吗
[01:08:20 - 01:08:22] 应该是明白了吧
[01:08:22 - 01:08:23] 应该是明白了吧
[01:08:23 - 01:08:24] 我讲的很通俗一种
[01:08:25 - 01:08:25] 对不对
[01:08:25 - 01:08:27] 我讲的很通俗一种
[01:08:27 - 01:08:28] 对不对
[01:08:28 - 01:08:28] 但你知道
[01:08:29 - 01:08:31] 你知道难度在于哪里吗
[01:08:32 - 01:08:33] 必须浮动投机啊
[01:08:33 - 01:08:34] 必须浮动投机啊
[01:08:35 - 01:08:35] 必须浮动投机
[01:08:36 - 01:08:37] 但是你们知道这么做以后
[01:08:37 - 01:08:39] 你知道难度在于哪里吗
[01:08:40 - 01:08:42] 你们知道难度在于哪里吗
[01:08:44 - 01:08:45] 我告诉大家
[01:08:45 - 01:08:46] 难度在于什么
[01:08:46 - 01:08:47] 难度在于
[01:08:47 - 01:08:54] 第一,ABC和DEFXYZ是怎么选的
[01:08:54 - 01:08:59] 知道吧,那么多学校,你要挑哪个出来
[01:08:59 - 01:09:04] 你要挑哪个出来,哪个是坑哪个不是坑
[01:09:04 - 01:09:09] 你要挑哪个,那么多学校你要挑哪个呀
[01:09:09 - 01:09:14] 这个是个很麻烦的问题你知道吧
[01:09:14 - 01:09:16] 嗯,53吧
[01:09:16 - 01:09:16] 什么啊
[01:09:17 - 01:09:18] 什么53
[01:09:19 - 01:09:20] 同时在线有那么多人吧,没有吧
[01:09:23 - 01:09:25] 应该没有那么多人,瞎个一透
[01:09:25 - 01:09:26] 哈哈哈
[01:09:26 - 01:09:28] 你,你,你
[01:09:28 - 01:09:29] 他刚才就有748
[01:09:29 - 01:09:30] 啊不会吧
[01:09:31 - 01:09:32] 大家能明白我的意思吧
[01:09:33 - 01:09:33] 就是
[01:09:34 - 01:09:37] 就是你,你这个玩意,很难选的,你说你那么多学校
[01:09:37 - 01:09:39] 你这几引拍那么多学校对吧,你怎么选
[01:09:40 - 01:09:41] 你怎么选
[01:09:42 - 01:09:43] 这个是很难选的
[01:09:43 - 01:09:45] 这个是非常非常难选的
[01:09:45 - 01:09:47] 大家一看我三万名,我一看
[01:09:48 - 01:09:51] 往年三万一的学校能上的一大堆
[01:09:51 - 01:09:55] 就像我那天所讲的你最难选的是什么呀,你得选择太多
[01:09:56 - 01:09:57] 选择少的不难选
[01:09:58 - 01:09:59] 选择多才难选
[01:09:59 - 01:10:01] 对吧,你怎么选
[01:10:01 - 01:10:02] 你怎么选
[01:10:04 - 01:10:07] 对吧,你怎么选,这个东西你怎么选,你没法选,你很难选
[01:10:07 - 01:10:09] 很多家长和口说这不会选
